year,month,day,hour,map_mm,mat_degc,ptps
1980,1,22,18,0,-2.083,1
1980,1,23,0,0,-2.213,1
1980,1,23,6,0,-0.528,0.941666666666667
1980,1,23,12,0,2.093,0.25
1980,1,23,18,0,0.944,0.325
1980,1,24,0,0,-0.278,0.691666666666667
1980,1,24,6,0,-1.407,0.92
1980,1,24,12,0,1.213,0.413333333333333
1980,1,24,18,0,-1.898,0.998333333333333
1980,1,25,0,0,-2.657,1
1980,1,25,6,0,-2.787,1
1980,1,25,12,0,-0.583,1
1980,1,25,18,0,-1.713,1
1980,1,26,0,0,-3.991,1
1980,1,26,6,0,-5.269,1
1980,1,26,12,0,-4.722,1
1980,1,26,18,0,-7.157,1
1980,1,27,0,0,-10.398,1
1980,1,27,6,0,-11.324,1
1980,1,27,12,0,-5.509,1
1980,1,27,18,0,-8.046,1
1980,1,28,0,0,-11.5,1
1980,1,28,6,0,-13.63,1
1980,1,28,12,0,-8.722,1
1980,1,28,18,0,-12.361,1
1980,1,29,0,0,-14.194,1
1980,1,29,6,0,-13.519,1
1980,1,29,12,0,-8.704,1
1980,1,29,18,0,-10.389,1
1980,1,30,0,0,-12.176,1
1980,1,30,6,0,-9.88,1
1980,1,30,12,0,-3.176,1
1980,1,30,18,0,-6.907,1
1980,1,31,0,0,-10.389,1
1980,1,31,6,0,-5.778,1
1980,1,31,12,1.4732,-4.037,1
1980,1,31,18,13.9446,-5.509,1
1980,2,1,0,9.7028,-2.481,1
1980,2,1,6,9.2964,-1.324,0.95
1980,2,1,12,6.5532,-0.907,0.885
1980,2,1,18,0.508,-1.722,0.988333333333333
1980,2,2,0,2.3368,-0.157,0.651666666666667
1980,2,2,6,6.7818,1.935,0.218333333333333
1980,2,2,12,9.0932,2.472,0.171666666666667
1980,2,2,18,3.2258,-0.407,0.736666666666667
1980,2,3,0,4.318,-0.981,0.928333333333333
1980,2,3,6,3.7846,0.389,0.55
1980,2,3,12,3.3782,1.287,0.378333333333333
1980,2,3,18,1.8288,-0.602,0.88
1980,2,4,0,0.254,-0.991,0.936666666666667
1980,2,4,6,0.5334,-1.5,0.79
1980,2,4,12,0,1.935,0.306666666666667
1980,2,4,18,0,-0.519,0.93
1980,2,5,0,0,-0.065,1
1980,2,5,6,2.5908,1.111,0.788333333333333
1980,2,5,12,4.2926,2.139,0.281666666666667
1980,2,5,18,4.826,0.713,0.365
1980,2,6,0,2.2352,1.602,0.205
1980,2,6,6,0.0762,2,0.191666666666667
1980,2,6,12,0.381,2.769,0.156666666666667
1980,2,6,18,0.8636,0.056,0.518333333333333
1980,2,7,0,0.3302,-1.583,0.963333333333333
1980,2,7,6,0,-0.509,0.71
1980,2,7,12,0,2.889,0.181666666666667
1980,2,7,18,0,-1.37,0.931666666666667
1980,2,8,0,0,-1.444,0.998333333333333
1980,2,8,6,0,0.861,0.78
1980,2,8,12,0,3.222,0.403333333333333
1980,2,8,18,0,-1.907,1
1980,2,9,0,0,-3,1
1980,2,9,6,0,-1.444,0.996666666666667
1980,2,9,12,0,2.417,0.603333333333333
1980,2,9,18,0,-2.898,1
1980,2,10,0,0,-3.852,1
1980,2,10,6,0,-1.324,0.946666666666667
1980,2,10,12,0,3.62,0.345
1980,2,10,18,0,-4.333,1
1980,2,11,0,0,-6.472,1
1980,2,11,6,0,-3.333,1
1980,2,11,12,0,2.87,0.688333333333333
1980,2,11,18,0,-4.861,1
1980,2,12,0,0,-5.546,1
1980,2,12,6,0,-2.981,1
1980,2,12,12,0,2.463,0.795
1980,2,12,18,0,-3.028,1
1980,2,13,0,0,-2.556,1
1980,2,13,6,0,-2.315,1
1980,2,13,12,0,-0.139,1
